부여번호,기업명,대표자명,주소,담당자,담당자연락처
10107183,（주）에스에스엠아이,박해정,경기도 용인시 기흥구 흥덕중앙로 120 (영덕동),강미정,031-701-9829
10232368,주식회사 하이브테크놀로지,김태훈,서울특별시 서초구 사임당로8길 13 (서초동),박종근,010-****-****
10234467,(주)엠바스,김정현,부산광역시 연제구 연제로 24 (연산동),김정현,010-****-****
10079183,주식회사 팔피엠,전준룡,대구광역시 수성구 알파시티1로42길 11 (대흥동),전준룡,053-793-0818
10082381,주식회사 비잉테크,유훈상,경상남도 창원시 의창구 창원대로18번길 46 (팔용동),여승한,070-7812-2198
10082924,주식회사 인시스템,이근익,부산광역시 동구 조방로 22 (범일동),조광래,051-714-6120
10235575,(주)소프트스퀘어드,이하늘,부산광역시 동구 중앙대로214번길 7-8 (초량동),이슬,070-4001-4087
10235907,드림캠퍼스,서재홍,경상남도 진주시 강남로 251 (칠암동),서재홍,02-1522-5060
10235991,주식회사 소프트랩스,성제훈,서울특별시 금천구 디지털로 121 (가산동),성제훈,02-6494-2848
10230154,주식회사 끄레망,김윤미,부산광역시 서구 흑교로109번길 6 (부용동1가),이정화,051-245-2983
10236127,(주)브라이튼,임익기,경상북도 경산시 삼풍로 27 (삼풍동),김태규,053-817-0701
10236163,주식회사 이비티솔루션,"고경민, 오유미","충청남도 천안시 서북구 천안천4길 32 (와촌동, 천안역세권 지역전략사업지원 행복주택)",오유미,010-****-****
10236241,주식회사 매직에꼴,최재규,서울특별시 성동구 성수일로10길 26 (성수동2가),조병규,02-6223-9167
10236313,(주)커넥트브릭,장홍석,대전광역시 유성구 가정로 218 (가정동),황선재,010-****-****
10236278,씨그로 주식회사,김응진,서울특별시 강남구 삼성로75길 32-11 (대치동),조인혁,010-****-****
10106840,(주)삼성피앤씨,정연일,대구광역시 달서구 성서공단남로10길 47(대천동),장길현,053-583-3511
10236386,주식회사거룡아이티,신승철,경기도 고양시 덕양구 중앙로 560 (행신동),신승철,031-979-3316
10236347,코드베이스(CodeBase),김미정,"대구광역시 동구 아양로 133 (신암동, 동대구역센텀화성파크드림아파트)",김미정,010-****-****
10236397,farmingstar,안재성,경기도 고양시 덕양구 항공대학로 76 (화전동),안재성,010-****-****
10236405,(주)새론솔루션,송민규,경기도 의왕시 안양판교로 82 (포일동),김주희,010-****-****
10078517,도원TECH,윤 규종,광주광역시 광산구 원두로 60 (월전동),전근홍,062-943-4114
10230252,주식회사 하나루프 ,김혜연 ,서울특별시 강남구 선릉로93길 40 (역삼동),이평휘,010-****-****
10236403,팜피 주식회사,박혜진,경기도 안양시 동안구 부림로 113 (관양동),노영호,02-6959-7071
10236415,반디에스앤씨(주),김봉석,서울특별시 성동구 상원12길 34 (성수동1가),김정민,02-6925-5508
10236407,포어링크,송기봉,서울특별시 금천구 가산디지털2로 184 (가산동),김시인,02-2113-9405
10083625,(주)에이펙스 이에스씨,장재훈,인천광역시 연수구 송도미래로 30 (송도동),송태용,070-7811-5819
10236423,주식회사 뉴런즈,김영현,서울특별시 광진구 능동로 120 (화양동),송선호,070-8080-4607
10236426,(주)기억산책,김 상인,서울특별시 구로구 디지털로33길 48 (구로동),이경진,02-561-5335
10236429,어포나티 주식회사,김도현,서울특별시 서대문구 통일로 484 (홍제동),김도현,02-6375-5814
10236432,(주)리베고,황태철,경기도 용인시 수지구 광교중앙로 338 (상현동),황태철,010-****-****
10236414,엠클라우독,유상열,서울특별시 강남구 역삼로 170 (역삼동),지연경,070-7525-4791
10236440,힙메디,김소윤,"서울특별시 서초구 서운로 107 (서초동, 래미안서초에스티지)",김소윤,070-4121-0070
10236441,망고클라우드 주식회사,백진성,부산광역시 북구 만덕3로16번길 1 (만덕동),윤용수,051-501-2248
10236442,(주)피티인사이트,김기태,부산광역시 금정구 중앙대로1959번길 8 (구서동),박성열,070-4814-6668
10236452,소너비스 주식회사,정대중,경상남도 창원시 의창구 중동북로 23 (중동),정대중,010-****-****
10236471,센트리얼필(주),한상엽,서울특별시 성동구 독서당로40길 39 (옥수동),한상엽,02-2282-5220
10236473,(주)온디에이아이,채진호,경기도 의왕시 안양판교로 82 (포일동),채진호,031-462-2151
10236474,흑자 주식회사,홍제형,서울특별시 서대문구 성산로 512-42 (대신동),홍제형,010-****-****
10235887,디엑스솔루션 주식회사,박용규,경기도 성남시 수정구 달래내로 46 (시흥동),김성철,031-698-3477
10235983,주식회사 디에이블,소지영,경기도 하남시 검단산로 239 (창우동),소지영,070-8805-3009
10235951,(주)디자이노블,"신기영, 송우상",경상북도 포항시 남구 청암로 87 (지곡동),한혜린,010-****-****
10236077,주식회사 라이폴리,이흥규,서울특별시 서초구 사임당로8길 13 (서초동),이흥규,010-****-****
10236112,주식회사피플밤,나윤호,제주특별자치도 제주시 중앙로14길 21 (삼도이동),한경주,064-725-0641
10235761,주식회사 이노렘,신상도,서울특별시 종로구 율곡로 214 (연건동),김지현,02-2072-4682
10236251,주식회사 엔크레더블,이재혁,인천광역시 연수구 컨벤시아대로 81 (송도동),박상아,010-****-****
10234703,주식회사 나두모두,문영호,서울특별시 강남구 테헤란로 311 (역삼동),조미선,02-557-4423
10236339,팁스비전 주식회사,박영국,서울특별시 금천구 가산디지털2로 98 (가산동),박영국,070-4757-1125
10236341,(주)리모,배은경,충청남도 아산시 배방읍 희망로46번길 45-11,김경민,02-6949-3847
10085898,주식회사 팀스페이스팜,서유리,부산광역시 강서구 식만로 47 (죽림동),이준식,070-885-8889
10236367,컴팩 주식회사,심재범,서울특별시 영등포구 의사당대로 83 (여의도동),박광범,02-865-1555
10236369,지뉴소프트,김동일,서울특별시 강남구 논현로81길 9 (역삼동),홍성극,010-****-****
10236359,주식회사 상상력집단,송진혁,서울특별시 서초구 언남11길 16-15 (양재동),송진혁,010-****-****
10236338,주식회사 루아정보기술,이정훈,충청북도 청주시 서원구 내수동로108번길 40 (사창동),이병창,02-1688-1219
10236370,주식회사 나로수,김명석,광주광역시 광산구 남부대길 38 (월계동),김명석,010-****-****
10236371,주식회사 블랙후즈,이은호,경기도 성남시 분당구 성남대로331번길 8 (정자동),김기인,02-6339-1331
10236063,리디안랩스 주식회사,김경일,대전광역시 유성구 복용동로 43 (복용동),김경일,042-825-0106
10236380,민트기술,왕수용,서울특별시 강남구 언주로 534 (역삼동),김상훈,070-7581-9679
10235471,(주)영현로보틱스,이욱진,대구광역시 북구 오봉로 164 (침산동),박정민,053-352-6192
10236391,주식회사 머신앤비전,하응주,충청남도 천안시 서북구 성환읍 왕지1길 151-1,박단비,010-****-****
10236394,유레카엔터프라이즈 주식회사,한장현,서울특별시 강서구 마곡중앙4로 22 (마곡동),한장현,02-6736-0701
10078061,승현시스템,양승규,경기도 부천시 송내대로265번길 37 (상동) 아름다운프라자 703호 승현시스템,이우진,032-322-6891
10072384,영림원소프트랩,권영범,서울특별시 강서구 양천로 583 (염창동),최명신,02-2093-1115
10094670,(주)씨피에스,전기배,경상북도 김천시 혁신로 185 (율곡동),문은아,031-282-0563
10101042,코코넛사일로 주식회사,김승용,서울특별시 구로구 디지털로31길 62 (구로동),권성일,02-564-0309
10230472,에쓰소프트(주),권병두,경상남도 창원시 진해구 냉천남로 3-28 (자은동),권병두,070-4870-3223
10088046,(주)램시스템,홍경표,대구시 달성군 구지면 달성2차로 42,이재필,053-263-0007
10235086,(주)붐코커뮤니케이션,박경훈,대전광역시 유성구 대학로 179 (궁동),허대준,010-****-****
10090171,주식회사 엠투코리아,장춘원,부산광역시 남구 문현금융로 40 (문현동),김대한,051-937-1000
10090118,(주)엠씨링크,김문호,경기도 화성시 동탄첨단산업1로 58 (영천동),김문호,031-8067-5101
10075969,(주)타스코,송문호,경기도 안양시 동안구 시민대로 383 (관양동),이경원,010-****-****
10094018,(주)소르테크,한창엽,"부산광역시 해운대구 해운대로 575(우동, 국제빌딩) 1303호",조경호,051-939-7770
10235422,주식회사 도슨티,이일구,서울특별시 관악구 호암로22길 26 (신림동),이일구,010-****-****
10235404,페어워크(PairWork),유민우,"서울특별시 중랑구 동일로129길 35 (중화동, 태능에셈빌)",유민우,010-****-****
10235856,주식회사 타날리시스,최인경,서울특별시 서초구 서초대로77길 39 (서초동),최인경,02-568-7222
10235909,(주)제로투원파트너스,권성은,서울특별시 마포구 마포대로 86 (도화동),권성은,02-6105-8715
10236256,주식회사 빅스터,이현종,서울특별시 구로구 디지털로33길 28 (구로동),이현종,02-6274-6661
10236269,리스크제로,최영호,서울특별시 성동구 성수일로 77 (성수동1가),김재우,010-****-****
10236296,디비디랩 주식회사,강지수,서울특별시 마포구 백범로31길 21 (공덕동),강지수,010-****-****
10236243,뉴런아키텍쳐,이지수,경기도 고양시 덕양구 삼송로139번길 1 (삼송동),성진규,010-****-****
10236174,(주)위솝,김규한,서울특별시 마포구 백범로31길 21 (공덕동),공섭,010-****-****
10236333,주식회사 템스,정재훈,경기도 용인시 기흥구 중부대로 184 (영덕동),정재훈,070-8287-1965
10235816,주식회사 이커버스,조승원,광주광역시 북구 첨단과기로 333 (대촌동),이진원,062-972-2787
10102702,주식회사 윌로그,배성훈 윤지현,서울특별시 강남구 삼성로 507 (삼성동),배성훈,010-****-****
10236355,이지시스템네트웍스,이재복,"경기도 군포시 금산로 91 (산본동, 래미안 하이어스)",이재복,010-****-****
10236356,(주)윈코커뮤니케이션,조희동,서울특별시 관악구 승방길 14 (남현동),엄미향,02-581-4000
10236202,주식회사 로볼루션,박종훈,경상남도 창원시 의창구 대산면 봉강가술로559번길 1,차지나,010-****-****
10099480,주시회사 화닉슨,김용섭,경기도 시흥시 소망공원로 323 (정왕동),김용섭,031-318-9189
10069223,이노팩토리,유봉춘,서울특별시 서초구 마방로2길 84 (양재동),이동민,070-8270-4571
10078079,오브유니티 주식회사,박병희,서울특별시 송파구 법원로 128 (문정동),박병희,02-3012-1101
10079114,주식회사 웹싱크,강영식,경상남도 창원시 의창구 창이대로205번길 5 (봉곡동) 봉곡프라지 201호,강영식,055-238-9456
10075297,(주)피데스,진민호,광주광역시 북구 첨단연신로 88 (연제동),김종곤,062-449-5478
10084511,(주)엔티엔시스템즈,이상한,경기도 하남시 미사강변서로 25 (풍산동),이상한,02-3402-2389
10231218,(주)잇츠솔루션,노희전,경상남도 창원시 성산구 용지로265번길 4 (용호동),노희전,010-****-****
10234127,주식회사 네오시스템,안성순,울산광역시 중구 북부순환도로 875 (서동),안성순,010-****-****
10234779,주식회사 샘튼,심덕수,인천광역시 연수구 갯벌로 12 (송도동),심덕수,010-****-****
10231763,주식회사이엠솔루션,노상만,경상남도 창원시 의창구 평산로 33 (팔용동),신민우,010-****-****
10232960,주식회사 미디어나비,박주일,경기도 용인시 수지구 현암로 135 (죽전동),정윤아,031-000-0000
10233289,(주)엠메이트,노남두,부산광역시 부산진구 동성로 137 (전포동),이근실,010-****-****
10233630,(주)다원아이텍,여준일,세종특별자치시 소담로 93 (소담동),여준일,070-7954-2775
10234300,(주)범일정보,박영기,대구광역시 수성구 알파시티1로35길 5 (대흥동),강성범,053-422-4005
10234367,(주)인틴랩스,정현주,서울특별시 금천구 두산로 70 (독산동),정현주,02-923-6823
10234825,주식회사 에이디오트,정민규,광주광역시 북구 첨단과기로208번길 43-22 (오룡동), 박은선,062-975-0110
10235136,(주) 카라아이엔씨,김기쁨,서울특별시 동대문구 답십리로38길 19 (답십리동),김혜영,010-****-****
10005792,(주)비즈스프링,이철승,서울특별시 성동구 광나루로 130 (성수동1가),황민석,02-6919-5506
10235140,씨맥스 주식회사,박현국,경상남도 창원시 의창구 차룡로48번길 44 (팔용동),박현국,010-****-****
10235910,주식회사 솔로몬텍,"홍성진, 홍지수",서울특별시 금천구 디지털로 178 (가산동),김준형,02-508-6781
10108976,주식회사에스씨크리에이티브,이복은,전라남도 순천시 중앙로 255(석현동) B7 산학협력관 707호,서애리,010-****-****
10235945,주식회사 아이클레이브,최윤내,서울특별시 서초구 강남대로 327 (서초동),최윤내,010-****-****
10235904,(주)에즈웰,김영천,대전광역시 유성구 테크노2로 199 (용산동),이진수,042-824-2907
10235820,비앤브이솔루션 주식회사,박기범,서울특별시 금천구 가산디지털2로 143 (가산동),박도은,010-****-****
10236029,주식회사 제이비티,이은정,경기도 성남시 수정구 창업로 43 (시흥동),구자섭,070-8656-1590
10235223,(주)포테이토넷,신경아,서울특별시 광진구 능동로 120 (화양동),최은진,02-468-0118
10236135,(주)제로스트에이아이,고범준,서울특별시 강남구 테헤란로 518 (대치동),고범준,02-6241-0701
10234208,주식회사 라이피스,손정민,경기도 부천시 원미구 중동로254번길 90 (중동),정세현,010-****-****
10236188,(주)에이아이오투오,안성민,대구광역시 북구 옥산로 111 (칠성동2가),박동길,070-4260-8310
10236178,나모웹비즈주식회사,진병각,서울특별시 송파구 법원로11길 11 (문정동),허원덕,02-431-4031
10236254,(주)메타뱅크,소요환,대전광역시 대덕구 한남로 70 (오정동),이승빈,042-385-1008
10236274,주식회사 위트리,이동훈,부산광역시 금정구 금강로321번길 57 (장전동),이동훈,070-7788-1458
10236175,주식회사 셈틀컴퍼니,이병창,경기도 의정부시 문화로 10 (고산동),이병창,02-1688-8802
10236303,오울소프트,오유리,서울특별시 강서구 공항대로59길 8 (등촌동),원찬희,010-****-****
10236316,(주)모니트,이충열,경기도 광명시 덕안로104번길 17 (일직동),채호병,010-****-****
10236327,나루커뮤니케이션,하태우,전북특별자치도 전주시 완산구 백제대로 260 (중화산동2가),김선미,063-227-6278
10236353,(주)케이알투미닷컴,김예한,"서울특별시 강서구 허준로 76 (가양동, 한보구암마을아파트)",김성한,010-****-****
10084183,(주)디자인에이원,이경자,부산광역시 연제구 과정로114번길 18-5 (연산동),김영갑,051-624-4486
10236373,(주)맵시,김지수,부산광역시 해운대구 센텀동로 45 (우동),장보경,02-711-0518
10102877,데이터사이언스랩,유희경,서울특별시 송파구 법원로8길 8 (문정동),정수현,02-565-1123
10086626,(주)메라클,이동규,부산광역시 해운대구 센텀중앙로 97 (재송동) 센텀스카이비즈 A동 2407호,최은우,051-911-3330
10084354,세일즈인사이트(주),고명식,서울특별시 금천구 벚꽃로36길 30 (가산동),채문기,02-540-5234
10001958,(주)플랜아이,이명기,대전광역시 유성구 문지로 282-10 (문지동),정금석,042-934-3504
10081545,로지텍코리아(주),김덕한 ,"경상남도 창원시 성산구 완암로 50 (성산동),  SK테크노파크,  테크동 710호",김덕한,070-4489-5301
10078936,(주)시너젠,윤금란,서울특별시 성동구 성수일로4길 25 (성수동2가),김지영,02-499-9939
10096375,모리콘,노자림,대전광역시 유성구 문지로 272-16 (문지동),정구열,042-369-7901
10098496,진승정보기술,김규섭,서울특별시 강서구 양천로 532 (등촌동),김경민,02-761-9788
10106817,(주)잇다플랫폼,윤동준,서울특별시 강남구 언주로134길 12 (논현동),윤동준,031-715-2474
10221224,(주)알엠지,김희정,경기도 군포시 고산로148번길 17 (당정동),함문식,070-4077-0800
10079173,(주)카비,이은수,서울특별시 금천구 디지털로 178 (가산동),정수영,070-5117-0662
10234348,주식회사 나무씨엔에스,이병진,경기도 성남시 중원구 사기막골로 99 (상대원동),이병진,031-625-3001
10234487,아이에스티엔에임즈(주),김종익,경기도 안양시 동안구 동편로183번길 59-2 (관양동),김종익,070-7789-3428
10231755,(주)아이티이즈,배도연,서울특별시 종로구 창경궁로 254 (명륜2가),이병욱,02-2135-9970
10235185,주식회사 와이씨원,유호연,경상남도 창원시 의창구 중동중앙로 47 (중동),천세은,070-7867-9077
10235411,(주)메타프리,변용필,경기도 성남시 분당구 운중로 135 (운중동),김상화,02-330-3990
10101064,(주)인텔로이드,양태영,경기도 성남시 분당구 판교로255번길 9-22 (삼평동),양태영,031-628-7830
10236082,딥인사이트,오은송,경기도 성남시 분당구 대왕판교로 670 (삼평동),원준연,031-724-0501
10236184,모멘티,유승하,서울특별시 강남구 논현로105길 11-3 (역삼동),유승하,070-8882-5579
10235845,위클레버,김선재,경기도 김포시 태장로 751 (장기동),김선재,010-****-****
10236249,주식회사 플루언트,전예찬,서울특별시 중구 청계천로 40 (다동),전예찬,010-****-****
10236235,주식회사 플랜바이테크놀로지스,노현섭,서울특별시 강남구 테헤란로 217 (역삼동),이도하,010-****-****
10236148,주식회사 아토즈소프트,서호진,서울특별시 성동구 광나루로 240-30 (성수동2가),설희경,02-1661-2460
10236239,주식회사 에이뎁,나진서,서울특별시 영등포구 경인로 775 (문래동3가),나진서,010-****-****
10236307,주식회사 와이즈플러스,이병주,서울특별시 금천구 가산디지털1로 171 (가산동),김다솜,02-6267-6463
10236336,보엠(주),김지율,인천광역시 서구 백범로 633 (가좌동),김지율,010-****-****
10236344,주식회사 알파브라더스,채중규,서울특별시 강서구 공항대로45길 71 (등촌동),조연경,010-****-****
10063926,이노팀스(주),도기철,부산광역시 사상구 모라로 22 (모라동),박성진,050-5555-1220
10083277,(주)노스브릿지,정영선,서울특별시 성동구 연무장5길 9-16 (성수동2가),윤용식,02-6925-1889
10095134,주식회사 엔케이시스템,김용호,경기도 광명시 일직로 72 (일직동) 광명무역센터 A동 1410호,배진혁,02-2060-0105
10220899,주식회사 쿳션,이민석,서울특별시 영등포구 선유로9길 10 (문래동6가) 문래 SK V1 Center 709호,이민석,010-****-****
10232214,(주)비아이씨엔에스,이원철,경기도 성남시 분당구 판교로 253 (삼평동),김윤모,02-422-4242
10232856,주식회사 루트랩스,하창훈,"대구광역시 북구 중앙대로 540 (칠성동2가, 오페라 코오롱하늘채)",하창훈,070-7622-0074
10234950,다오블록,윤상민,"대구광역시 동구 화랑로80길 8 (방촌동, 우방강촌마을)",윤상민,010-****-****
10079012,케이지솔루션,조현호,경기도 양평군 양평읍 도곡로200번길 34-15,조현호,031-772-4887
10078931,디포커스(주),선은두,서울특별시 성동구 성수이로 51 (성수동2가) 304호,박배웅,02-3452-3900
10077386,코코스소프트웨어협동조합,김성현,부산광역시 금정구 중앙대로 1942 (구서동),이은경,051-988-8608
10084295,(주)미래융합정보기술,김원태,서울특별시 구로구 디지털로32길 30 (구로동),김원태,02-1522-5153
10103387,크레플 주식회사,서은석,경기도 성남시 분당구 황새울로 315 (서현동),전명중,031-709-0900
10234997,주식회사 핀인사이트,이민호,서울특별시 영등포구 의사당대로 83 (여의도동),이진범,010-****-****
10081988,모음커뮤니케이션,정용섭,서울특별시 금천구 벚꽃로 286 (가산동) 리더스타워 1205호,이태관,070-7744-0000
10235873,엠케이얼라이언스(주),구영서,서울특별시 성동구 아차산로17길 49 (성수동2가),박재금,02-497-0775
10235932,주식회사 웰로,김유리안나,세종특별자치시 가름로 232 (어진동),신아론,02-889-9369
10235960,(주)뉴턴,김성국,서울특별시 용산구 한강대로 373-1 (동자동),김성국,02-6949-6023
10235978,주식회사 그레이즈,이정훈,서울특별시 영등포구 선유로9길 10 (문래동6가),이정훈,070-7725-7865
10235967,주식회사 누아,서덕진,서울특별시 중구 세종대로 136 (태평로1가),최충열,02-542-1578
10236066,주식회사 와이즈인컴퍼니,김원표,서울특별시 강남구 언주로 309 (역삼동),김원표,02-558-5144
10236104,주식회사 미래와기술,이해숙,서울특별시 구로구 디지털로29길 38 (구로동),유제원,010-****-****
10236070,일경큐아이씨(주),백정태,서울특별시 강서구 마곡중앙로 59-21 (마곡동),김정호,02-6341-8034
10236168,(주)어나더도어,정대욱,서울특별시 강남구 테헤란로1길 28-11 (역삼동),정대욱,010-****-****
10235849,주식회사 유니콘브릿지,신현삼,경기도 성남시 분당구 성남대로779번길 6 (이매동),신현삼,010-****-****
10072762,임팩시스,신승렬,강원특별자치도 춘천시 동면 춘천순환로 609,변정인,070-7004-6500
10236176,인핸스,이승현,서울특별시 서초구 서초중앙로8길 89-17 (서초동),심재윤,010-****-****
10236214,(주)테크디엔에이,배진우,경기도 하남시 미사대로 550 (덕풍동),이원용,031-8027-3753
10236212,온텍,이만재,경기도 부천시 원미구 길주로431번길 17 (춘의동),김연구,032-613-4052
10236317,주식회사 동아테크,이용석,경기도 고양시 덕양구 고골길116번길 39-52 (관산동),박관애,02-358-3037
10236323,(주)심스리얼리티,김명환,대전광역시 유성구 테크노중앙로 74 (관평동),강필도,042-934-1801
10085037,주식회사 하이지노,김하율,"경기도 안양시 동안구 시민대로248번길 25 (관양동), 안양창조산업진흥원 703호, 706호",최주연,031-337-3755
10235456,주식회사 블라스트,배정현,서울특별시 서초구 매헌로 16 (양재동),이연진,010-****-****
10234198,(주)홈페이지코리아,염하은,서울특별시 영등포구 경인로 775 (문래동3가),정현애,02-6340-7709
10235148,한국딥러닝(주),김지현,서울특별시 서초구 강남대로89길 30 (반포동),황보승화,050-2000-8002
10235930,(주)고스트패스,이선관,광주광역시 북구 첨단과기로208번길 6 (오룡동),권한나,010-****-****
10236032,(주)테라스트림,김성홍,경상남도 창원시 의창구 창원대로18번길 46 (팔용동),김성홍,010-****-****
10236200,(주)라임솔루션,김종균,서울특별시 동작구 동작대로 65 (사당동),이주영,02-3478-1771
10085367,(주)루텍에스,윤형식,인천광역시 남동구 호구포로 189 (고잔동),윤형식,032-468-0081
10096093,주식회사 네오유비,김장현,경상북도 구미시 구미대로 350-27 (신평동),김재천,054-532-4272
10098813,코메스,곽오석외 1명,경기도 부천시 길주로411번길 20(춘의동)  718호,곽오석,070-2627-0632
10236106,와이시스템즈,최치영,경기도 평택시 고덕중앙로 290 (고덕동),최치영,010-****-****
10236160,테크메이트,최재광,"경기도 화성시 동탄대로시범길 19 (청계동, 동탄역 시범 더샵 센트럴시티)",최재광,070-8065-4071
10231143,주식회사 레디츠,심재용,경기도 부천시 조마루로385번길 122 (춘의동),심재용,010-****-****
10235880,주식회사 리피스,옥창안,서울특별시 영등포구 여의대로 108 (여의도동),옥창안,010-****-****
10235897,(주)유앤피플,김석영,서울특별시 구로구 디지털로31길 38-9 (구로동),김민수,02-855-7471
10236042,(주)연우테크놀러지,김지현,서울특별시 성동구 아차산로 126 (성수동2가),한정훈,070-4377-5645
10236057,(주)아이트,우광제,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),원주연,070-4223-7398
10235939,(주)그노티,장기석,서울특별시 성동구 왕십리로 58 (성수동1가),최경희,02-6951-0174
10230352,한국클라우드,김현겸,서울특별시 금천구 서부샛길 606 (가산동),황광태,010-****-****
10236078,(주)가시,강우석,서울특별시 영등포구 경인로71길 70 (문래동5가),박상하,070-4221-8528
10236102,주식회사 하우앳,조진연,충청북도 청주시 청원구 오창읍 양청4길 45,이병일,043-296-4103
10236074,주식회사 프롬프트타운,서진욱,대구광역시 수성구 알파시티1로 160 (대흥동),서진영,010-****-****
10236222,주식회사 메타유닉스,홍주희,서울특별시 영등포구 양평로21길 26 (양평동5가),박정서,010-****-****
10007692,재원산업(주),,전남 여수시 낙포동 159-3,이아름,061-690-9200
10100220,주식회사 나인랩스,박성호,경상북도 구미시 산호대로 32 (공단동),서예솔,054-471-8791
10064975,E.F엔지니어링,전익희,경기도 안산시 단원구 산단로 123 (원시동),전익희,031-433-1277
10104651,주식회사 하이퍼놀로지,이남희,경기도 수원시 권선구 수성로 8 (구운동),이남희,031-299-6824
10108430,스마트인사이드AI,박승희,경기도 수원시 장안구 서부로 2066 (천천동),이연진,031-304-5809
10231594,금강F.A,정규식,경상남도 김해시 주촌면 서부로1701번길 352,정규식,055-335-0693
10103906,에스엠피주식회사,송명선,충청북도 청주시 서원구 무심서로 377-3(모충동) 서원대학교 산학협력단 창업보육센터 비전관 307호,송명선,043-298-5352
10069199,디지테크정보(주),이병준,서울 강서구 등촌동 664-8 원풍빌딩 7층,양정모,02-3663-8859
10077895,주식회사 세이프컴즈,이한조,서울특별시 성동구 성수일로 99 (성수동1가),이한조,02-3444-7177
10076852,OPEN TS,김재규,경상남도 창원시 성산구 마디미로56번길 8 (상남동),김재규,055-715-1081
10089688,조앤소프트 주식회사,조현철,"경기도 성남시 분당구 정자일로 248 (정자동, 파크뷰)",김수성,031-628-8816
10065268,심심이주식회사,최정회,서울특별시 강남구 테헤란로78길 14-14 (대치동),김유진,02-562-5332
10234570,주식회사 아무르,이성연,서울특별시 영등포구 국제금융로8길 25 (여의도동),오종학,02-556-2306
10235997,주식회사 스마트마케팅인포,허욱,서울특별시 서초구 강남대로43길 15 (서초동),허욱,010-****-****
10235927,주식회사 팜킷,양선흥,세종특별자치시 한누리대로 312 (나성동),류은애,044-868-2194
10236049,뉴로플로우 주식회사,이종민,경기도 성남시 분당구 성남대로331번길 8 (정자동),지예성,010-****-****
10235133,드림나우 주식회사,김현석,경기도 성남시 분당구 황새울로335번길 8 (서현동),김현석,070-8058-9501
10236090,컨트롤에프 주식회사,정희석,대전광역시 유성구 대덕대로 620 (도룡동),김정호,042-933-1966
10236172,주식회사 젭,김상엽,서울특별시 강남구 선릉로93길 50 (역삼동),김상엽,010-****-****
10235418,주식회사 클리크소프트,제성호,경기도 성남시 수정구 청계산로 686 (고등동),제성호,010-****-****
10235763,주식회사이너턴스,임진이,서울특별시 용산구 효창원로72길 16 (효창동),김수빈,02-707-1545
10235762,플릭던 주식회사,구본경,경기도 화성시 동탄첨단산업1로 57 (영천동),구본경,010-****-****
10235815,(주)라운드유,현분희,서울특별시 영등포구 경인로 775 (문래동3가),현분희,010-****-****
10235857,마인스페이스 주식회사,엄정현,광주광역시 동구 동계천로 150 (동명동),엄정현,062-710-7120
10008620,(주)윕스,이형칠,서울특별시 마포구 성암로 189 (상암동),이채민,02-726-1043
10236003,(주)셀메이트,서원준,서울특별시 마포구 만리재로 47 (신공덕동),홍현정,010-****-****
10235458,주식회사 티플리스,박대일,서울특별시 금천구 가산디지털1로 25 (가산동),강민구,02-6952-0302
10236046,주식회사 워커스하이,김충희,서울특별시 강남구 선릉로 703 (논현동),백동주,010-****-****
10236036,(주)온피아,김연,서울특별시 구로구 디지털로33길 55 (구로동),김영곤,070-4262-2837
10091432,라온피플,이석중,경기도 과천시 과천대로7나길 60 (갈현동),배재호,02-504-9639
10100060,주식회사 트니랩인,김경민,서울특별시 금천구 가산디지털2로 143 (가산동),김경민,031-305-1600
10104287,아이와이씨앤씨(주),박준근,"서울특별시 금천구 디지털로9길 68(가산동), 1208호",차경일,02-3446-7231
10231482,팀리부뜨,최성철,부산광역시 해운대구 센텀동로 45 (우동),박푸름,010-****-****
10233340,플랫폼비앤티 주식회사,김종진,경상남도 진주시 동부로169번길 12 (충무공동),김종진,070-8211-3394
10234151,주식회사 상상너머,정준철,광주광역시 서구 금호운천길 80-3 (쌍촌동),안공임,010-****-****
10086269,그란코,배준호,"경기도 안산시 단원구 별망로 458(목내동) , 101동 (주)그란코",손용준,031-494-3020
10235557,(주)닷코,임현호,부산광역시 금정구 수림로 55 (장전동),송인규,070-8801-4828
10235898,케이포시큐리티(주),박경철,서울특별시 구로구 디지털로 243 (구로동),소명영,02-2224-0060
10235797,(주)지팬스,김명호,부산광역시 해운대구 센텀중앙로 60 (우동),이혜진,051-918-8585
10236056,주식회사 리나소프트,김성관,부산광역시 사상구 대동로 303 (감전동),김성관,070-4220-9691
10236122,수디벨로퍼스 주식회사,구원회,서울특별시 금천구 가산디지털2로 95 (가산동),김영진,010-****-****
10077722,중외정보기술,이정하,경기도 과천시 과천대로7나길 60 (갈현동),이상은,02-801-1000
10096001,아이온에스,김남호,서울특별시 성동구 성수일로8길 55 (성수동2가),김남호,02-512-3155
10235732,한국정보공작소,곽송욱,서울특별시 금천구 가산디지털1로 45 (가산동),홍진우,02-3667-3377
10235794,스마트뷰,전완복,서울특별시 금천구 가산디지털1로 204 (가산동),전완복,02-854-3701
10235915,주식회사 솔로몬엠 ,홍지수,서울특별시 금천구 디지털로 178 (가산동),김민우,010-****-****
10236040,주식회사 가치플레이,조성근,서울특별시 강서구 공항대로 337 (등촌동),조성근,010-****-****
10235938,유비디시전,신동우,서울특별시 용산구 청파로47길 9 (청파동3가),박준향,02-558-6996
